year,nest_box,clutch_number,location,nest_code,clutch_size
2002,SL14,1,SL,SL2002S14,5
2002,SL15,1,SL,SL2002S15,7
2002,SL16,1,SL,SL2002S16,6
2002,SL17,1,SL,SL2002S17,5
2002,SL18,1,SL,SL2002S18,6
2002,SL19,1,SL,SL2002S19,1
2002,SL19,2,SL,SL2002S19,6
2002,SL20,1,SL,SL2002S20,7
2002,SL21,1,SL,SL2002S21,6
2002,SL23,1,SL,SL2002S23,6
2002,SL24,1,SL,SL2002S24,5
2002,SL25,1,SL,SL2002S25,6
2002,SL26,1,SL,SL2002S26,6
2002,SL27,1,SL,SL2002S27,6
2002,SL28,1,SL,SL2002S28,6
2002,SL29,1,SL,SL2002S29,6
2002,SL30,1,SL,SL2002S30,6
2002,SL31,1,SL,SL2002S31,6
2002,SL33,1,SL,SL2002S33,5
2002,SL34,1,SL,SL2002S34,5
2002,SL35,1,SL,SL2002S35,6
2002,SL38,1,SL,SL2002S38,6
2002,SL39,1,SL,SL2002S39,6
2002,SL40,1,SL,SL2002S40,5
2002,SL41,1,SL,SL2002S41,6
2002,SL42,1,SL,SL2002S42,6
2002,SL43,1,SL,SL2002S43,4
2002,SL44,1,SL,SL2002S44,5
2002,SL45,1,SL,SL2002S45,5
2002,SL47,1,SL,SL2002S47,6
2002,SL48,1,SL,SL2002S48,5
2002,SL49,1,SL,SL2002S49,5
2002,SL51,1,SL,SL2002S51,5
2002,SL52,1,SL,SL2002S52,6
2002,SL53,1,SL,SL2002S53,5
2002,SL54,1,SL,SL2002S54,6
2002,SL55,1,SL,SL2002S55,6
2002,SL61,1,SL,SL2002S61,6
2002,SL62,1,SL,SL2002S62,5
2002,SL70,1,SL,SL2002S70,6
2002,SL71,1,SL,SL2002S71,6
2002,SL72,1,SL,SL2002S72,4
2002,SL75,1,SL,SL2002S75,4
2002,SL80,1,SL,SL2002S80,5
2003,SL01,1,SL,SL2003S01,5
2003,SL02,1,SL,SL2003S02,6
2003,SL03,1,SL,SL2003S03,6
2003,SL04,1,SL,SL2003S04,5
2003,SL05,1,SL,SL2003S05,5
2003,SL06,1,SL,SL2003S06,6
2003,SL07,1,SL,SL2003S07,6
2003,SL08,1,SL,SL2003S08,5
2003,SL09,1,SL,SL2003S09,6
2003,SL10,1,SL,SL2003S10,6
2003,SL11,1,SL,SL2003S11,5
2003,SL12,1,SL,SL2003S12,6
2003,SL13A,1,SL,SL2003S13A,5
2003,SL14,2,SL,SL2003S14,7
2003,SL15,2,SL,SL2003S15,4
2003,SL16,1,SL,SL2003S16,6
2003,SL17,1,SL,SL2003S17,4
2003,SL19,1,SL,SL2003S19,5
2003,SL20,1,SL,SL2003S20,7
2003,SL21,1,SL,SL2003S21,6
2003,SL22,1,SL,SL2003S22,6
2003,SL23,1,SL,SL2003S23,5
2003,SL24,1,SL,SL2003S24,4
2003,SL25,1,SL,SL2003S25,6
2003,SL26,1,SL,SL2003S26,5
2003,SL27,1,SL,SL2003S27,8
2003,SL28,1,SL,SL2003S28,6
2003,SL29,1,SL,SL2003S29,7
2003,SL30,2,SL,SL2003S30,6
2003,SL31,1,SL,SL2003S31,4
2003,SL32,1,SL,SL2003S32,6
2003,SL33,1,SL,SL2003S33,5
2003,SL35,1,SL,SL2003S35,6
2003,SL38,1,SL,SL2003S38,6
2003,SL39,1,SL,SL2003S39,6
2003,SL40,1,SL,SL2003S40,6
2003,SL41,2,SL,SL2003S41,5
2003,SL42,2,SL,SL2003S42,7
2003,SL43,1,SL,SL2003S43,6
2003,SL44,1,SL,SL2003S44,5
2003,SL45,1,SL,SL2003S45,6
2003,SL46,1,SL,SL2003S46,6
2003,SL47,1,SL,SL2003S47,6
2003,SL48,1,SL,SL2003S48,6
2003,SL49,1,SL,SL2003S49,6
2003,SL50,1,SL,SL2003S50,6
2003,SL51,1,SL,SL2003S51,6
2003,SL52,1,SL,SL2003S52,6
2003,SL53,1,SL,SL2003S53,5
2003,SL54,1,SL,SL2003S54,6
2003,SL55,1,SL,SL2003S55,6
2003,SL61,1,SL,SL2003S61,6
2003,SL64,1,SL,SL2003S64,5
2003,SL65,1,SL,SL2003S65,4
2003,SL70,2,SL,SL2003S70,7
2003,SL71,1,SL,SL2003S71,6
2003,SL72,1,SL,SL2003S72,4
2003,SL78,1,SL,SL2003S78,5
2003,SL80,1,SL,SL2003S80,4
2004,SL01,1,SL,SL2004S01,6
2004,SL02,1,SL,SL2004S02,5
2004,SL03,2,SL,SL2004S03,6
2004,SL04,1,SL,SL2004S04,6
2004,SL05,1,SL,SL2004S05,5
2004,SL06,1,SL,SL2004S06,6
2004,SL07,1,SL,SL2004S07,5
2004,SL08,2,SL,SL2004S08,8
2004,SL09,1,SL,SL2004S09,6
2004,SL10,1,SL,SL2004S10,6
2004,SL11,1,SL,SL2004S11,6
2004,SL12,1,SL,SL2004S12,6
2004,SL13,1,SL,SL2004S13,6
2004,SL14,1,SL,SL2004S14,6
2004,SL15,1,SL,SL2004S15,6
2004,SL16,1,SL,SL2004S16,6
2004,SL17,2,SL,SL2004S17,5
2004,SL18,1,SL,SL2004S18,5
2004,SL19,1,SL,SL2004S19,6
2004,SL20,1,SL,SL2004S20,7
2004,SL21,1,SL,SL2004S21,6
2004,SL22,1,SL,SL2004S22,7
2004,SL23,1,SL,SL2004S23,6
2004,SL24,1,SL,SL2004S24,6
2004,SL25,1,SL,SL2004S25,6
2004,SL26,1,SL,SL2004S26,5
2004,SL27,1,SL,SL2004S27,5
2004,SL28,1,SL,SL2004S28,6
2004,SL29,1,SL,SL2004S29,6
2004,SL30,1,SL,SL2004S30,6
2004,SL31,1,SL,SL2004S31,6
2004,SL33,1,SL,SL2004S33,6
2004,SL34,1,SL,SL2004S34,6
2004,SL35,1,SL,SL2004S35,7
2004,SL38,1,SL,SL2004S38,7
2004,SL39,1,SL,SL2004S39,6
2004,SL40,1,SL,SL2004S40,6
2004,SL41,1,SL,SL2004S41,5
2004,SL42,1,SL,SL2004S42,7
2004,SL43,1,SL,SL2004S43,7
2004,SL44,1,SL,SL2004S44,6
2004,SL45,1,SL,SL2004S45,6
2004,SL46,1,SL,SL2004S46,6
2004,SL47,1,SL,SL2004S47,6
2004,SL48,1,SL,SL2004S48,5
2004,SL49,1,SL,SL2004S49,5
2004,SL50,1,SL,SL2004S50,5
2004,SL51,1,SL,SL2004S51,5
2004,SL52,1,SL,SL2004S52,7
2004,SL53,1,SL,SL2004S53,6
2004,SL54,1,SL,SL2004S54,6
2004,SL55,1,SL,SL2004S55,5
2004,SL56,1,SL,SL2004S56,6
2004,SL58,1,SL,SL2004S58,4
2004,SL59,1,SL,SL2004S59,4
2004,SL61,1,SL,SL2004S61,5
2004,SL62,1,SL,SL2004S62,5
2004,SL65,1,SL,SL2004S65,5
2004,SL66,1,SL,SL2004S66,5
2004,SL68,1,SL,SL2004S68,6
2004,SL69,1,SL,SL2004S69,6
2004,SL70,2,SL,SL2004S70,6
2004,SL71,1,SL,SL2004S71,7
2004,SL72,1,SL,SL2004S72,5
2004,SL74,1,SL,SL2004S74,4
2004,SL75,1,SL,SL2004S75,5
2004,SL77,1,SL,SL2004S77,6
2004,SL78,1,SL,SL2004S78,6
2005,SL01,1,SL,SL2005S01,6
2005,SL02,1,SL,SL2005S02,6
2005,SL03,1,SL,SL2005S03,5
2005,SL04,1,SL,SL2005S04,6
2005,SL05,1,SL,SL2005S05,5
2005,SL06,2,SL,SL2005S06,7
2005,SL07,1,SL,SL2005S07,7
2005,SL08,1,SL,SL2005S08,5
2005,SL09,2,SL,SL2005S09,4
2005,SL10,1,SL,SL2005S10,6
2005,SL11,1,SL,SL2005S11,6
2005,SL12,1,SL,SL2005S12,5
2005,SL13,1,SL,SL2005S13,5
2005,SL14,2,SL,SL2005S14,5
2005,SL15,1,SL,SL2005S15,6
2005,SL16,1,SL,SL2005S16,6
2005,SL17,2,SL,SL2005S17,5
2005,SL18,1,SL,SL2005S18,6
2005,SL19,1,SL,SL2005S19,5
2005,SL20,1,SL,SL2005S20,5
2005,SL21,1,SL,SL2005S21,5
2005,SL22,1,SL,SL2005S22,7
2005,SL23,2,SL,SL2005S23,5
2005,SL24,2,SL,SL2005S24,5
2005,SL25,1,SL,SL2005S25,6
2005,SL25,2,SL,SL2005S25,3
2005,SL26,1,SL,SL2005S26,5
2005,SL27,1,SL,SL2005S27,5
2005,SL28,1,SL,SL2005S28,5
2005,SL29,1,SL,SL2005S29,6
2005,SL30,2,SL,SL2005S30,5
2005,SL31,1,SL,SL2005S31,6
2005,SL33,2,SL,SL2005S33,6
2005,SL34,2,SL,SL2005S34,4
2005,SL35,2,SL,SL2005S35,4
2005,SL38,2,SL,SL2005S38,5
2005,SL39,1,SL,SL2005S39,5
2005,SL40,1,SL,SL2005S40,5
2005,SL41,1,SL,SL2005S41,6
2005,SL42,1,SL,SL2005S42,6
2005,SL43,1,SL,SL2005S43,7
2005,SL44,2,SL,SL2005S44,5
2005,SL45,1,SL,SL2005S45,6
2005,SL46,1,SL,SL2005S46,5
2005,SL47,1,SL,SL2005S47,3
2005,SL48,1,SL,SL2005S48,6
2005,SL49,1,SL,SL2005S49,5
2005,SL50,1,SL,SL2005S50,5
2005,SL51,1,SL,SL2005S51,4
2005,SL52,2,SL,SL2005S52,6
2005,SL53,1,SL,SL2005S53,6
2005,SL54,2,SL,SL2005S54,6
2005,SL55,1,SL,SL2005S55,5
2005,SL56,2,SL,SL2005S56,5
2005,SL57,1,SL,SL2005S57,4
2005,SL58,1,SL,SL2005S58,5
2005,SL59,1,SL,SL2005S59,6
2005,SL61,1,SL,SL2005S61,6
2005,SL62,1,SL,SL2005S62,6
2005,SL64,1,SL,SL2005S64,6
2005,SL65,1,SL,SL2005S65,5
2005,SL66,1,SL,SL2005S66,6
2005,SL67,1,SL,SL2005S67,5
2005,SL68,1,SL,SL2005S68,4
2005,SL69,1,SL,SL2005S69,7
2005,SL70,1,SL,SL2005S70,6
2005,SL71,1,SL,SL2005S71,5
2005,SL72,1,SL,SL2005S72,6
2005,SL73,1,SL,SL2005S73,4
2005,SL74,1,SL,SL2005S74,5
2005,SL76,1,SL,SL2005S76,5
2005,SL77,1,SL,SL2005S77,6
2005,SL78,1,SL,SL2005S78,5
2006,SL01,1,SL,SL2006S01,6
2006,SL02,1,SL,SL2006S02,6
2006,SL03,1,SL,SL2006S03,9
2006,SL04,1,SL,SL2006S04,6
2006,SL05,1,SL,SL2006S05,6
2006,SL06,1,SL,SL2006S06,6
2006,SL07,1,SL,SL2006S07,6
2006,SL08,1,SL,SL2006S08,4
2006,SL09,1,SL,SL2006S09,4
2006,SL10,1,SL,SL2006S10,5
2006,SL11,1,SL,SL2006S11,7
2006,SL12,1,SL,SL2006S12,5
2006,SL14,1,SL,SL2006S14,5
2006,SL15,1,SL,SL2006S15,7
2006,SL16,1,SL,SL2006S16,6
2006,SL17,1,SL,SL2006S17,6
2006,SL19,1,SL,SL2006S19,5
2006,SL20,1,SL,SL2006S20,5
2006,SL21,1,SL,SL2006S21,6
2006,SL22,1,SL,SL2006S22,8
2006,SL24,2,SL,SL2006S24,5
2006,SL27,1,SL,SL2006S27,6
2006,SL28,1,SL,SL2006S28,6
2006,SL31,1,SL,SL2006S31,7
2006,SL33,1,SL,SL2006S33,6
2006,SL34,1,SL,SL2006S34,6
2006,SL35,1,SL,SL2006S35,4
2006,SL38,1,SL,SL2006S38,6
2006,SL39,1,SL,SL2006S39,6
2006,SL40,1,SL,SL2006S40,10
2006,SL41,1,SL,SL2006S41,7
2006,SL42,1,SL,SL2006S42,6
2006,SL43,1,SL,SL2006S43,7
2006,SL44,1,SL,SL2006S44,7
2006,SL45,1,SL,SL2006S45,2
2006,SL46,1,SL,SL2006S46,4
2006,SL47,1,SL,SL2006S47,5
2006,SL48,1,SL,SL2006S48,5
2006,SL49,1,SL,SL2006S49,6
2006,SL50,1,SL,SL2006S50,5
2006,SL51,1,SL,SL2006S51,6
2006,SL52,1,SL,SL2006S52,5
2006,SL53,1,SL,SL2006S53,5
2006,SL54,1,SL,SL2006S54,5
2006,SL55,1,SL,SL2006S55,6
2006,SL57,1,SL,SL2006S57,6
2006,SL58,2,SL,SL2006S58,3
2006,SL60,1,SL,SL2006S60,6
2006,SL61,1,SL,SL2006S61,5
2006,SL62,1,SL,SL2006S62,6
2006,SL63,1,SL,SL2006S63,6
2006,SL64,1,SL,SL2006S64,5
2006,SL65,1,SL,SL2006S65,7
2006,SL66,1,SL,SL2006S66,5
2006,SL67,1,SL,SL2006S67,6
2006,SL68,1,SL,SL2006S68,6
2006,SL69,1,SL,SL2006S69,7
2006,SL70,1,SL,SL2006S70,6
2006,SL71,1,SL,SL2006S71,5
2006,SL72,1,SL,SL2006S72,5
2006,SL73,1,SL,SL2006S73,6
2006,SL74,1,SL,SL2006S74,6
2006,SL75,1,SL,SL2006S75,6
2006,SL76,1,SL,SL2006S76,8
2006,SL77,1,SL,SL2006S77,6
2006,SL78,1,SL,SL2006S78,6
2006,SL79,1,SL,SL2006S79,6
2006,SL80,1,SL,SL2006S80,6
2007,SL01,1,SL,SL2007S01,5
2007,SL02,1,SL,SL2007S02,6
2007,SL03,1,SL,SL2007S03,5
2007,SL04,1,SL,SL2007S04,6
2007,SL05,1,SL,SL2007S05,6
2007,SL07,1,SL,SL2007S07,7
2007,SL08,1,SL,SL2007S08,6
2007,SL11,1,SL,SL2007S11,6
2007,SL12,1,SL,SL2007S12,5
2007,SL13,1,SL,SL2007S13,7
2007,SL14,1,SL,SL2007S14,6
2007,SL15,1,SL,SL2007S15,6
2007,SL16,1,SL,SL2007S16,5
2007,SL17,1,SL,SL2007S17,5
2007,SL18,1,SL,SL2007S18,7
2007,SL19,1,SL,SL2007S19,6
2007,SL20,1,SL,SL2007S20,5
2007,SL21,1,SL,SL2007S21,7
2007,SL22,1,SL,SL2007S22,6
2007,SL23,1,SL,SL2007S23,7
2007,SL24,1,SL,SL2007S24,7
2007,SL25,1,SL,SL2007S25,5
2007,SL26,1,SL,SL2007S26,6
2007,SL27,1,SL,SL2007S27,5
2007,SL28,1,SL,SL2007S28,6
2007,SL29,1,SL,SL2007S29,5
2007,SL30,1,SL,SL2007S30,5
2007,SL31,1,SL,SL2007S31,5
2007,SL33,1,SL,SL2007S33,5
2007,SL34,1,SL,SL2007S34,6
2007,SL35,1,SL,SL2007S35,5
2007,SL38,1,SL,SL2007S38,6
2007,SL39,1,SL,SL2007S39,7
2007,SL40,1,SL,SL2007S40,5
2007,SL42,1,SL,SL2007S42,7
2007,SL43,1,SL,SL2007S43,6
2007,SL44,2,SL,SL2007S44,6
2007,SL45,1,SL,SL2007S45,6
2007,SL46,1,SL,SL2007S46,5
2007,SL47,1,SL,SL2007S47,5
2007,SL48,1,SL,SL2007S48,5
2007,SL49,1,SL,SL2007S49,7
2007,SL50,1,SL,SL2007S50,5
2007,SL51,1,SL,SL2007S51,6
2007,SL52,1,SL,SL2007S52,4
2007,SL53,1,SL,SL2007S53,4
2007,SL55,1,SL,SL2007S55,6
2007,SL56,2,SL,SL2007S56,4
2007,SL57,1,SL,SL2007S57,7
2007,SL58,1,SL,SL2007S58,5
2007,SL59,1,SL,SL2007S59,5
2007,SL61,2,SL,SL2007S61,5
2007,SL62,1,SL,SL2007S62,5
2007,SL67,1,SL,SL2007S67,5
2007,SL68,1,SL,SL2007S68,6
2007,SL69,1,SL,SL2007S69,2
2007,SL71,1,SL,SL2007S71,5
2007,SL72,1,SL,SL2007S72,7
2007,SL73,1,SL,SL2007S73,4
2007,SL74,1,SL,SL2007S74,3
2007,SL76,1,SL,SL2007S76,4
2007,SL77,1,SL,SL2007S77,5
2007,SL80,1,SL,SL2007S80,5
2008,SL01,1,SL,SL2008S01,6
2008,SL04,1,SL,SL2008S04,6
2008,SL12,1,SL,SL2008S12,5
2008,SL15,1,SL,SL2008S15,7
2008,SL16,1,SL,SL2008S16,6
2008,SL19,1,SL,SL2008S19,5
2008,SL21,1,SL,SL2008S21,6
2008,SL24,2,SL,SL2008S24,5
2008,SL25,1,SL,SL2008S25,2
2008,SL34,1,SL,SL2008S34,6
2008,SL35,1,SL,SL2008S35,4
2008,SL38,1,SL,SL2008S38,6
2008,SL39,1,SL,SL2008S39,6
2008,SL41,1,SL,SL2008S41,7
2008,SL42,1,SL,SL2008S42,6
2008,SL43,1,SL,SL2008S43,7
2008,SL44,1,SL,SL2008S44,7
2008,SL51,1,SL,SL2008S51,6
2008,SL52,1,SL,SL2008S52,5
2008,SL54,1,SL,SL2008S54,5
2008,SL57,1,SL,SL2008S57,6
2008,SL61,1,SL,SL2008S61,5
2008,SL62,1,SL,SL2008S62,6
2008,SL68,1,SL,SL2008S68,6
2008,SL73,1,SL,SL2008S73,6
2008,SL74,1,SL,SL2008S74,6
2008,SL76,1,SL,SL2008S76,3
2008,SL77,1,SL,SL2008S77,6
2008,SL80,1,SL,SL2008S80,6
2009,SL01,1,SL,SL2009S01,6
2009,SL02,1,SL,SL2009S02,6
2009,SL03,1,SL,SL2009S03,7
2009,SL04,1,SL,SL2009S04,5
2009,SL05,1,SL,SL2009S05,6
2009,SL06,1,SL,SL2009S06,5
2009,SL07,1,SL,SL2009S07,8
2009,SL09,1,SL,SL2009S09,6
2009,SL10,1,SL,SL2009S10,6
2009,SL11,1,SL,SL2009S11,6
2009,SL12,1,SL,SL2009S12,4
2009,SL13,1,SL,SL2009S13,6
2009,SL14,1,SL,SL2009S14,6
2009,SL15,1,SL,SL2009S15,6
2009,SL16,1,SL,SL2009S16,6
2009,SL17,1,SL,SL2009S17,5
2009,SL18,1,SL,SL2009S18,5
2009,SL19,1,SL,SL2009S19,6
2009,SL20,1,SL,SL2009S20,5
2009,SL21,1,SL,SL2009S21,6
2009,SL22,1,SL,SL2009S22,6
2009,SL23,1,SL,SL2009S23,6
2009,SL24,1,SL,SL2009S24,6
2009,SL25,1,SL,SL2009S25,5
2009,SL26,1,SL,SL2009S26,6
2009,SL28,1,SL,SL2009S28,6
2009,SL29,2,SL,SL2009S29,5
2009,SL30,1,SL,SL2009S30,6
2009,SL31,1,SL,SL2009S31,6
2009,SL33,1,SL,SL2009S33,6
2009,SL34,1,SL,SL2009S34,6
2009,SL35,1,SL,SL2009S35,6
2009,SL38,1,SL,SL2009S38,6
2009,SL39,1,SL,SL2009S39,6
2009,SL40,1,SL,SL2009S40,6
2009,SL41,1,SL,SL2009S41,6
2009,SL42,1,SL,SL2009S42,6
2009,SL43,2,SL,SL2009S43,6
2009,SL44,1,SL,SL2009S44,6
2009,SL45,1,SL,SL2009S45,7
2009,SL46,1,SL,SL2009S46,6
2009,SL47,1,SL,SL2009S47,5
2009,SL48,1,SL,SL2009S48,6
2009,SL49,1,SL,SL2009S49,6
2009,SL50,1,SL,SL2009S50,4
2009,SL51,1,SL,SL2009S51,6
2009,SL52,1,SL,SL2009S52,6
2009,SL53,1,SL,SL2009S53,5
2009,SL54,2,SL,SL2009S54,6
2009,SL55,1,SL,SL2009S55,6
2009,SL56,1,SL,SL2009S56,4
2009,SL57,1,SL,SL2009S57,7
2009,SL58,1,SL,SL2009S58,6
2009,SL60,1,SL,SL2009S60,6
2009,SL61,1,SL,SL2009S61,5
2009,SL62,1,SL,SL2009S62,6
2009,SL63,1,SL,SL2009S63,6
2009,SL64,1,SL,SL2009S64,5
2009,SL65,1,SL,SL2009S65,5
2009,SL66,1,SL,SL2009S66,4
2009,SL67,1,SL,SL2009S67,5
2009,SL68,1,SL,SL2009S68,5
2009,SL69,1,SL,SL2009S69,4
2009,SL70,1,SL,SL2009S70,5
2009,SL71,1,SL,SL2009S71,6
2009,SL72,1,SL,SL2009S72,5
2009,SL73,1,SL,SL2009S73,6
2009,SL75,1,SL,SL2009S75,5
2009,SL76,1,SL,SL2009S76,5
2009,SL77,1,SL,SL2009S77,5
2009,SL78,1,SL,SL2009S78,5
2009,SL80,1,SL,SL2009S80,5
2010,SL01,1,SL,SL2010S01,6
2010,SL02,1,SL,SL2010S02,4
2010,SL03,1,SL,SL2010S03,6
2010,SL04,1,SL,SL2010S04,6
2010,SL05,1,SL,SL2010S05,5
2010,SL06,1,SL,SL2010S06,6
2010,SL07,1,SL,SL2010S07,7
2010,SL08,1,SL,SL2010S08,1
2010,SL09,1,SL,SL2010S09,5
2010,SL10,1,SL,SL2010S10,6
2010,SL11,1,SL,SL2010S11,6
2010,SL13,1,SL,SL2010S13,6
2010,SL17,1,SL,SL2010S17,6
2010,SL18,1,SL,SL2010S18,6
2010,SL19,1,SL,SL2010S19,6
2010,SL20,1,SL,SL2010S20,6
2010,SL21,1,SL,SL2010S21,5
2010,SL23,1,SL,SL2010S23,7
2010,SL24,1,SL,SL2010S24,6
2010,SL26,1,SL,SL2010S26,5
2010,SL30,1,SL,SL2010S30,5
2010,SL31,1,SL,SL2010S31,6
2010,SL33,1,SL,SL2010S33,6
2010,SL34,1,SL,SL2010S34,5
2010,SL35,1,SL,SL2010S35,5
2010,SL39,1,SL,SL2010S39,6
2010,SL42,1,SL,SL2010S42,6
2010,SL43,1,SL,SL2010S43,6
2010,SL49,1,SL,SL2010S49,5
2010,SL50,1,SL,SL2010S50,6
2010,SL51,1,SL,SL2010S51,5
2010,SL52,1,SL,SL2010S52,5
2010,SL53,1,SL,SL2010S53,6
2010,SL54,1,SL,SL2010S54,5
2010,SL55,1,SL,SL2010S55,7
2010,SL56,1,SL,SL2010S56,6
2010,SL57,1,SL,SL2010S57,5
2010,SL58,1,SL,SL2010S58,5
2010,SL59,1,SL,SL2010S59,6
2010,SL60,1,SL,SL2010S60,6
2010,SL61,1,SL,SL2010S61,6
2010,SL62,1,SL,SL2010S62,6
2010,SL63,1,SL,SL2010S63,4
2010,SL65,1,SL,SL2010S65,5
2010,SL68,1,SL,SL2010S68,6
2010,SL70,1,SL,SL2010S70,6
2010,SL71,1,SL,SL2010S71,7
2010,SL72,2,SL,SL2010S72,8
2010,SL76,1,SL,SL2010S76,4
2010,SL77,1,SL,SL2010S77,6
2010,SL80,1,SL,SL2010S80,5
2011,SL01,1,SL,SL2011S01,6
2011,SL02,1,SL,SL2011S02,5
2011,SL03,1,SL,SL2011S03,6
2011,SL05,1,SL,SL2011S05,7
2011,SL06,1,SL,SL2011S06,6
2011,SL07,1,SL,SL2011S07,7
2011,SL08,1,SL,SL2011S08,6
2011,SL09,1,SL,SL2011S09,6
2011,SL10,1,SL,SL2011S10,6
2011,SL11,1,SL,SL2011S11,5
2011,SL12,1,SL,SL2011S12,9
2011,SL13,1,SL,SL2011S13,6
2011,SL14,1,SL,SL2011S14,6
2011,SL15,1,SL,SL2011S15,7
2011,SL16,1,SL,SL2011S16,5
2011,SL17,1,SL,SL2011S17,6
2011,SL18,1,SL,SL2011S18,6
2011,SL19,1,SL,SL2011S19,4
2011,SL20,1,SL,SL2011S20,5
2011,SL21,1,SL,SL2011S21,5
2011,SL22,1,SL,SL2011S22,6
2011,SL23,1,SL,SL2011S23,6
2011,SL24,1,SL,SL2011S24,5
2011,SL25,1,SL,SL2011S25,5
2011,SL26,1,SL,SL2011S26,5
2011,SL27,1,SL,SL2011S27,6
2011,SL28,1,SL,SL2011S28,5
2011,SL29,1,SL,SL2011S29,5
2011,SL30,1,SL,SL2011S30,5
2011,SL31,1,SL,SL2011S31,6
2011,SL34,1,SL,SL2011S34,6
2011,SL35,1,SL,SL2011S35,8
2011,SL38,1,SL,SL2011S38,6
2011,SL39,1,SL,SL2011S39,7
2011,SL41,1,SL,SL2011S41,6
2011,SL42,1,SL,SL2011S42,7
2011,SL43,1,SL,SL2011S43,4
2011,SL44,1,SL,SL2011S44,4
2011,SL45,1,SL,SL2011S45,6
2011,SL48,1,SL,SL2011S48,12
2011,SL49,1,SL,SL2011S49,6
2011,SL50,1,SL,SL2011S50,6
2011,SL52,1,SL,SL2011S52,4
2011,SL53,1,SL,SL2011S53,6
2011,SL54,1,SL,SL2011S54,5
2011,SL55,1,SL,SL2011S55,6
2011,SL57,1,SL,SL2011S57,4
2011,SL58,1,SL,SL2011S58,5
2011,SL59,1,SL,SL2011S59,8
2011,SL60,1,SL,SL2011S60,5
2011,SL61,1,SL,SL2011S61,6
2011,SL62,1,SL,SL2011S62,6
2011,SL63,1,SL,SL2011S63,6
2011,SL64,1,SL,SL2011S64,6
2011,SL65,1,SL,SL2011S65,6
2011,SL66,1,SL,SL2011S66,6
2011,SL67,1,SL,SL2011S67,5
2011,SL68,1,SL,SL2011S68,3
2011,SL69,1,SL,SL2011S69,6
2011,SL70,1,SL,SL2011S70,6
2011,SL71,1,SL,SL2011S71,6
2011,SL72,1,SL,SL2011S72,6
2011,SL73,1,SL,SL2011S73,6
2011,SL74,1,SL,SL2011S74,5
2011,SL76,1,SL,SL2011S76,3
2011,SL77,1,SL,SL2011S77,5
2011,SL80,1,SL,SL2011S80,5
2012,SL01,1,SL,SL2012S01,6
2012,SL02,1,SL,SL2012S02,7
2012,SL03,1,SL,SL2012S03,6
2012,SL05,1,SL,SL2012S05,6
2012,SL06,1,SL,SL2012S06,5
2012,SL07,1,SL,SL2012S07,6
2012,SL08,1,SL,SL2012S08,1
2012,SL09,1,SL,SL2012S09,5
2012,SL10,1,SL,SL2012S10,5
2012,SL11,1,SL,SL2012S11,6
2012,SL12,1,SL,SL2012S12,7
2012,SL13,1,SL,SL2012S13,7
2012,SL14,1,SL,SL2012S14,5
2012,SL15,1,SL,SL2012S15,6
2012,SL16,1,SL,SL2012S16,6
2012,SL17,1,SL,SL2012S17,5
2012,SL18,1,SL,SL2012S18,5
2012,SL19,1,SL,SL2012S19,6
2012,SL22,1,SL,SL2012S22,6
2012,SL23,1,SL,SL2012S23,6
2012,SL24,1,SL,SL2012S24,6
2012,SL25,1,SL,SL2012S25,6
2012,SL26,1,SL,SL2012S26,6
2012,SL27,1,SL,SL2012S27,6
2012,SL28,1,SL,SL2012S28,4
2012,SL29,1,SL,SL2012S29,4
2012,SL30,1,SL,SL2012S30,7
2012,SL31,1,SL,SL2012S31,6
2012,SL33,1,SL,SL2012S33,6
2012,SL34,1,SL,SL2012S34,6
2012,SL35,1,SL,SL2012S35,6
2012,SL38,1,SL,SL2012S38,6
2012,SL39,1,SL,SL2012S39,5
2012,SL40,1,SL,SL2012S40,4
2012,SL40,2,SL,SL2012S40,5
2012,SL41,1,SL,SL2012S41,5
2012,SL42,1,SL,SL2012S42,6
2012,SL43,1,SL,SL2012S43,5
2012,SL44,1,SL,SL2012S44,7
2012,SL45,1,SL,SL2012S45,5
2012,SL46,1,SL,SL2012S46,6
2012,SL47,1,SL,SL2012S47,6
2012,SL48,1,SL,SL2012S48,5
2012,SL49,1,SL,SL2012S49,5
2012,SL50,1,SL,SL2012S50,6
2012,SL51,1,SL,SL2012S51,6
2012,SL52,1,SL,SL2012S52,5
2012,SL53,1,SL,SL2012S53,5
2012,SL54,1,SL,SL2012S54,3
2012,SL55,1,SL,SL2012S55,7
2012,SL56,1,SL,SL2012S56,5
2012,SL57,1,SL,SL2012S57,5
2012,SL57,2,SL,SL2012S57,3
2012,SL58,1,SL,SL2012S58,6
2012,SL59,1,SL,SL2012S59,7
2012,SL60,1,SL,SL2012S60,6
2012,SL61,1,SL,SL2012S61,7
2012,SL62,1,SL,SL2012S62,6
2012,SL63,1,SL,SL2012S63,6
2012,SL64,1,SL,SL2012S64,4
2012,SL65,1,SL,SL2012S65,6
2012,SL66,1,SL,SL2012S66,6
2012,SL67,1,SL,SL2012S67,6
2012,SL68,1,SL,SL2012S68,6
2012,SL69,1,SL,SL2012S69,6
2012,SL70,1,SL,SL2012S70,5
2012,SL71,1,SL,SL2012S71,6
2012,SL72,1,SL,SL2012S72,6
2012,SL73,1,SL,SL2012S73,6
2012,SL74,1,SL,SL2012S74,6
2012,SL76,1,SL,SL2012S76,5
