nest_box,band_number,year,clutch_number,day_1_weight,day_12_weight,site,nest_code
PT7F,2351.39972,2014,NA,NA,NA,NA,NA
PT7F,2351.39973,2014,NA,NA,NA,NA,NA
PT7F,2351.39974,2014,NA,NA,NA,NA,NA
PT14G,2351.39975,2014,NA,NA,NA,NA,NA
PT14G,2351.39976,2014,NA,NA,NA,NA,NA
PT14G,2351.39977,2014,NA,NA,NA,NA,NA
PT15G,2351.39978,2014,NA,NA,NA,NA,NA
PT15F,2351.39979,2014,NA,NA,NA,NA,NA
PT15F,2351.39980,2014,NA,NA,NA,NA,NA
PT15F,2351.39981,2014,NA,NA,NA,NA,NA
PT15F,2351.39982,2014,NA,NA,NA,NA,NA
PT15F,2351.39983,2014,NA,NA,NA,NA,NA
PT15F,2351.39984,2014,NA,NA,NA,NA,NA
PT16F,2351.39985,2014,NA,NA,NA,NA,NA
PT16F,2351.39986,2014,NA,NA,NA,NA,NA
PT16F,2351.39987,2014,NA,NA,NA,NA,NA
PT14J,2351.39988,2014,NA,NA,NA,NA,NA
PT14J,2351.39989,2014,NA,NA,NA,NA,NA
PT11J,2351.39990,2014,NA,NA,NA,NA,NA
PT11J,2351.39991,2014,NA,NA,NA,NA,NA
PT12J,2351.39992,2014,NA,NA,NA,NA,NA
PT12J,2351.39993,2014,NA,NA,NA,NA,NA
PT12J,2351.39994,2014,NA,NA,NA,NA,NA
PT12J,2351.39995,2014,NA,NA,NA,NA,NA
PT12J,2351.39996,2014,NA,NA,NA,NA,NA
PT12J,2351.39997,2014,NA,NA,NA,NA,NA
PT12J,2351.39998,2014,NA,NA,NA,NA,NA
PT15J,2351.39999,2014,NA,NA,NA,NA,NA
PT15J,2351.40000,2014,NA,NA,NA,NA,NA
SL52,2521.79201,2014,NA,NA,NA,NA,NA
SL52,2521.79202,2014,NA,NA,NA,NA,NA
SL35,2521.79203,2014,NA,NA,NA,NA,NA
SL35,2521.79204,2014,NA,NA,NA,NA,NA
SL35,2521.79205,2014,NA,NA,NA,NA,NA
SL35,2521.79206,2014,NA,NA,NA,NA,NA
SL35,2521.79207,2014,NA,NA,NA,NA,NA
SL76,2521.79208,2014,NA,NA,NA,NA,NA
SL76,2521.79209,2014,NA,NA,NA,NA,NA
SL76,2521.79210,2014,NA,NA,NA,NA,NA
SL76,2521.79211,2014,NA,NA,NA,NA,NA
SL28,2521.79212,2014,NA,NA,NA,NA,NA
SL28,2521.79213,2014,NA,NA,NA,NA,NA
SL28,2521.79214,2014,NA,NA,NA,NA,NA
SL28,2521.79215,2014,NA,NA,NA,NA,NA
SL29,2521.79216,2014,NA,NA,NA,NA,NA
SL29,2521.79217,2014,NA,NA,NA,NA,NA
SL29,2521.79218,2014,NA,NA,NA,NA,NA
SL29,2521.79219,2014,NA,NA,NA,NA,NA
SL29,2521.79220,2014,NA,NA,NA,NA,NA
SL41,2521.79221,2014,NA,NA,NA,NA,NA
SL41,2521.79222,2014,NA,NA,NA,NA,NA
SL41,2521.79223,2014,NA,NA,NA,NA,NA
SL41,2521.79224,2014,NA,NA,NA,NA,NA
SL41,2521.79225,2014,NA,NA,NA,NA,NA
SL39,2521.79226,2014,NA,NA,NA,NA,NA
SL39,2521.79227,2014,NA,NA,NA,NA,NA
SL39,2521.79228,2014,NA,NA,NA,NA,NA
SL67,2521.79229,2014,NA,NA,NA,NA,NA
SL67,2521.79230,2014,NA,NA,NA,NA,NA
SL67,2521.79231,2014,NA,NA,NA,NA,NA
SL67,2521.79232,2014,NA,NA,NA,NA,NA
SL67,2521.79233,2014,NA,NA,NA,NA,NA
SL67,2521.79234,2014,NA,NA,NA,NA,NA
SL68,2521.79235,2014,NA,NA,NA,NA,NA
SL68,2521.79236,2014,NA,NA,NA,NA,NA
SL68,2521.79237,2014,NA,NA,NA,NA,NA
SL69,2521.79238,2014,NA,NA,NA,NA,NA
SL69,2521.79239,2014,NA,NA,NA,NA,NA
SL69,2521.79240,2014,NA,NA,NA,NA,NA
SL69,2521.79241,2014,NA,NA,NA,NA,NA
SL69,2521.79242,2014,NA,NA,NA,NA,NA
SL7,2521.79243,2014,NA,NA,NA,NA,NA
SL7,2521.79244,2014,NA,NA,NA,NA,NA
SL64,2521.79245,2014,NA,NA,NA,NA,NA
SL64,2521.79246,2014,NA,NA,NA,NA,NA
SL64,2521.79247,2014,NA,NA,NA,NA,NA
SL64,2521.79248,2014,NA,NA,NA,NA,NA
SL64,2521.79249,2014,NA,NA,NA,NA,NA
SL64,2521.79250,2014,NA,NA,NA,NA,NA
SL62,2521.79251,2014,NA,NA,NA,NA,NA
SL62,2521.79252,2014,NA,NA,NA,NA,NA
SL62,2521.79253,2014,NA,NA,NA,NA,NA
SL62,2521.79254,2014,NA,NA,NA,NA,NA
SL62,2521.79255,2014,NA,NA,NA,NA,NA
SL62,2521.79256,2014,NA,NA,NA,NA,NA
SL34,2521.79257,2014,NA,NA,NA,NA,NA
SL34,2521.79258,2014,NA,NA,NA,NA,NA
SL34,2521.79259,2014,NA,NA,NA,NA,NA
SL34,2521.79260,2014,NA,NA,NA,NA,NA
SL34,2521.79261,2014,NA,NA,NA,NA,NA
SL38,2521.79262,2014,NA,NA,NA,NA,NA
SL38,2521.79263,2014,NA,NA,NA,NA,NA
SL38,2521.79264,2014,NA,NA,NA,NA,NA
SL38,2521.79265,2014,NA,NA,NA,NA,NA
SL38,2521.79266,2014,NA,NA,NA,NA,NA
SL38,2521.79267,2014,NA,NA,NA,NA,NA
SL26,2521.79268,2014,NA,NA,NA,NA,NA
SL77,2521.79269,2014,NA,NA,NA,NA,NA
SL77,2521.79270,2014,NA,NA,NA,NA,NA
SL77,2521.79271,2014,NA,NA,NA,NA,NA
SL77,2521.79272,2014,NA,NA,NA,NA,NA
SL57,2521.79273,2014,NA,NA,NA,NA,NA
SL57,2521.79274,2014,NA,NA,NA,NA,NA
SL57,2521.79275,2014,NA,NA,NA,NA,NA
SL31,2521.79276,2014,NA,NA,NA,NA,NA
SL31,2521.79277,2014,NA,NA,NA,NA,NA
SL31,2521.79278,2014,NA,NA,NA,NA,NA
SL31,2521.79279,2014,NA,NA,NA,NA,NA
SL31,2521.79280,2014,NA,NA,NA,NA,NA
SL31,2521.79281,2014,NA,NA,NA,NA,NA
SL44,2521.79282,2014,NA,NA,NA,NA,NA
SL44,2521.79283,2014,NA,NA,NA,NA,NA
SL44,2521.79284,2014,NA,NA,NA,NA,NA
SL44,2521.79285,2014,NA,NA,NA,NA,NA
SL44,2521.79286,2014,NA,NA,NA,NA,NA
SL44,2521.79287,2014,NA,NA,NA,NA,NA
SL44,2521.79288,2014,NA,NA,NA,NA,NA
SL44,2521.79289,2014,NA,NA,NA,NA,NA
SL44,2521.79290,2014,NA,NA,NA,NA,NA
SL45,2521.79291,2014,NA,NA,NA,NA,NA
SL45,2521.79292,2014,NA,NA,NA,NA,NA
SL45,2521.79293,2014,NA,NA,NA,NA,NA
SL45,2521.79294,2014,NA,NA,NA,NA,NA
SL45,2521.79295,2014,NA,NA,NA,NA,NA
SL45,2521.79296,2014,NA,NA,NA,NA,NA
SL10,2521.79297,2014,NA,NA,NA,NA,NA
SL10,2521.79298,2014,NA,NA,NA,NA,NA
SL10,2521.79299,2014,NA,NA,NA,NA,NA
SL10,2521.79300,2014,NA,NA,NA,NA,NA
SL10,2521.79301,2014,NA,NA,NA,NA,NA
SL10,2521.79302,2014,NA,NA,NA,NA,NA
SL10,2521.79303,2014,NA,NA,NA,NA,NA
SL9,2521.79304,2014,NA,NA,NA,NA,NA
SL9,2521.79305,2014,NA,NA,NA,NA,NA
SL9,2521.79306,2014,NA,NA,NA,NA,NA
SL9,2521.79307,2014,NA,NA,NA,NA,NA
SL50,2521.79308,2014,NA,NA,NA,NA,NA
SL50,2521.79309,2014,NA,NA,NA,NA,NA
SL43,2521.79310,2014,NA,NA,NA,NA,NA
SL43,2521.79311,2014,NA,NA,NA,NA,NA
SL43,2521.79312,2014,NA,NA,NA,NA,NA
SL43,2521.79313,2014,NA,NA,NA,NA,NA
SL43,2521.79314,2014,NA,NA,NA,NA,NA
SL43,2521.79315,2014,NA,NA,NA,NA,NA
SL58,2521.79316,2014,NA,NA,NA,NA,NA
SL58,2521.79317,2014,NA,NA,NA,NA,NA
SL58,2521.79318,2014,NA,NA,NA,NA,NA
SL58,2521.79319,2014,NA,NA,NA,NA,NA
SL78,2521.79320,2014,NA,NA,NA,NA,NA
SL78,2521.79321,2014,NA,NA,NA,NA,NA
SL78,2521.79322,2014,NA,NA,NA,NA,NA
SL78,2521.79323,2014,NA,NA,NA,NA,NA
SL78,2521.79324,2014,NA,NA,NA,NA,NA
SL78,2521.79325,2014,NA,NA,NA,NA,NA
SL71,2521.79326,2014,NA,NA,NA,NA,NA
SL71,2521.79327,2014,NA,NA,NA,NA,NA
SL71,2521.79328,2014,NA,NA,NA,NA,NA
SL71,2521.79329,2014,NA,NA,NA,NA,NA
SL49,2521.79330,2014,NA,NA,NA,NA,NA
SL49,2521.79331,2014,NA,NA,NA,NA,NA
SL49,2521.79332,2014,NA,NA,NA,NA,NA
SL49,2521.79333,2014,NA,NA,NA,NA,NA
SL49,2521.79334,2014,NA,NA,NA,NA,NA
SL30,2521.79335,2014,NA,NA,NA,NA,NA
SL30,2521.79336,2014,NA,NA,NA,NA,NA
SL30,2521.79337,2014,NA,NA,NA,NA,NA
SL30,2521.79338,2014,NA,NA,NA,NA,NA
SL30,2521.79339,2014,NA,NA,NA,NA,NA
SL30,2521.79340,2014,NA,NA,NA,NA,NA
PT18F,2521.79401,2014,NA,NA,NA,NA,NA
PT5G,2521.79402,2014,NA,NA,NA,NA,NA
PT5G,2521.79403,2014,NA,NA,NA,NA,NA
PT5G,2521.79404,2014,NA,NA,NA,NA,NA
PT5G,2521.79405,2014,NA,NA,NA,NA,NA
PT5G,2521.79406,2014,NA,NA,NA,NA,NA
PT5G,2521.79407,2014,NA,NA,NA,NA,NA
PT4J,2521.79408,2014,NA,NA,NA,NA,NA
PT6J,2521.79409,2014,NA,NA,NA,NA,NA
PT6J,2521.79410,2014,NA,NA,NA,NA,NA
PT6J,2521.79411,2014,NA,NA,NA,NA,NA
PT6J,2521.79412,2014,NA,NA,NA,NA,NA
PT6J,2521.79413,2014,NA,NA,NA,NA,NA
PT11H,2521.79414,2014,NA,NA,NA,NA,NA
PT11H,2521.79415,2014,NA,NA,NA,NA,NA
PT11H,2521.79416,2014,NA,NA,NA,NA,NA
PT11H,2521.79417,2014,NA,NA,NA,NA,NA
PT11H,2521.79418,2014,NA,NA,NA,NA,NA
PT14I,2521.79419,2014,NA,NA,NA,NA,NA
PT14I,2521.79420,2014,NA,NA,NA,NA,NA
PT14I,2521.79421,2014,NA,NA,NA,NA,NA
PT14H,2521.79422,2014,NA,NA,NA,NA,NA
PT14H,2521.79423,2014,NA,NA,NA,NA,NA
PT14H,2521.79424,2014,NA,NA,NA,NA,NA
PT14H,2521.79425,2014,NA,NA,NA,NA,NA
PT14H,2521.79426,2014,NA,NA,NA,NA,NA
PT17D,2521.79427,2014,NA,NA,NA,NA,NA
PT17D,2521.79428,2014,NA,NA,NA,NA,NA
PT17D,2521.79429,2014,NA,NA,NA,NA,NA
PT17D,2521.79430,2014,NA,NA,NA,NA,NA
PT17D,2521.79431,2014,NA,NA,NA,NA,NA
PT17D,2521.79432,2014,NA,NA,NA,NA,NA
PT17D,2521.79433,2014,NA,NA,NA,NA,NA
PT3J,2521.79435,2014,NA,NA,NA,NA,NA
PT3J,2521.79436,2014,NA,NA,NA,NA,NA
PT5J,2521.79437,2014,NA,NA,NA,NA,NA
PT3J,2521.79438,2014,NA,NA,NA,NA,NA
PT5J,2521.79440,2014,NA,NA,NA,NA,NA
PT7J,2521.79441,2014,NA,NA,NA,NA,NA
PT7J,2521.79443,2014,NA,NA,NA,NA,NA
PT7J,2521.79444,2014,NA,NA,NA,NA,NA
PT7K,2521.79446,2014,NA,NA,NA,NA,NA
PT7K,2521.79447,2014,NA,NA,NA,NA,NA
PT7K,2521.79448,2014,NA,NA,NA,NA,NA
PT7K,2521.79449,2014,NA,NA,NA,NA,NA
PT7K,2521.79450,2014,NA,NA,NA,NA,NA
PT10J,2521.79451,2014,NA,NA,NA,NA,NA
PT10J,2521.79452,2014,NA,NA,NA,NA,NA
PT10J,2521.79453,2014,NA,NA,NA,NA,NA
PT1I,2521.79454,2014,NA,NA,NA,NA,NA
PT1I,2521.79455,2014,NA,NA,NA,NA,NA
PT1I,2521.79456,2014,NA,NA,NA,NA,NA
PT1I,2521.79457,2014,NA,NA,NA,NA,NA
PT17G,2521.79458,2014,NA,NA,NA,NA,NA
PT17G,2521.79459,2014,NA,NA,NA,NA,NA
PT12G,2521.79460,2014,NA,NA,NA,NA,NA
PT12G,2521.79461,2014,NA,NA,NA,NA,NA
PT12G,2521.79462,2014,NA,NA,NA,NA,NA
PT12G,2521.79463,2014,NA,NA,NA,NA,NA
PT15J,2521.79501,2014,NA,NA,NA,NA,NA
PT16I,2521.79502,2014,NA,NA,NA,NA,NA
PT15I,2521.79503,2014,NA,NA,NA,NA,NA
PT15I,2521.79504,2014,NA,NA,NA,NA,NA
PT15I,2521.79505,2014,NA,NA,NA,NA,NA
PT15I,2521.79506,2014,NA,NA,NA,NA,NA
PT15I,2521.79507,2014,NA,NA,NA,NA,NA
PT15I,2521.79508,2014,NA,NA,NA,NA,NA
PT15I,2521.79509,2014,NA,NA,NA,NA,NA
PT12I,2521.79510,2014,NA,NA,NA,NA,NA
PT12I,2521.79511,2014,NA,NA,NA,NA,NA
PT12I,2521.79512,2014,NA,NA,NA,NA,NA
PT12H,2521.79513,2014,NA,NA,NA,NA,NA
PT12H,2521.79514,2014,NA,NA,NA,NA,NA
PT12H,2521.79515,2014,NA,NA,NA,NA,NA
PT12H,2521.79516,2014,NA,NA,NA,NA,NA
PT11I,2521.79517,2014,NA,NA,NA,NA,NA
PT11I,2521.79518,2014,NA,NA,NA,NA,NA
PT11I,2521.79519,2014,NA,NA,NA,NA,NA
PT11I,2521.79520,2014,NA,NA,NA,NA,NA
PT8J,2521.79521,2014,NA,NA,NA,NA,NA
PT8J,2521.79522,2014,NA,NA,NA,NA,NA
PT8J,2521.79523,2014,NA,NA,NA,NA,NA
PT8J,2521.79524,2014,NA,NA,NA,NA,NA
PT8J,2521.79525,2014,NA,NA,NA,NA,NA
PT9K,2521.79526,2014,NA,NA,NA,NA,NA
PT9K,2521.79527,2014,NA,NA,NA,NA,NA
PT9K,2521.79528,2014,NA,NA,NA,NA,NA
PT9K,2521.79529,2014,NA,NA,NA,NA,NA
PT9K,2521.79530,2014,NA,NA,NA,NA,NA
PT9K,2521.79531,2014,NA,NA,NA,NA,NA
PT13I,2521.79532,2014,NA,NA,NA,NA,NA
PT13I,2521.79533,2014,NA,NA,NA,NA,NA
PT13I,2521.79534,2014,NA,NA,NA,NA,NA
PT13I,2521.79535,2014,NA,NA,NA,NA,NA
PT13H,2521.79536,2014,NA,NA,NA,NA,NA
PT13H,2521.79537,2014,NA,NA,NA,NA,NA
PT13H,2521.79538,2014,NA,NA,NA,NA,NA
PT13H,2521.79539,2014,NA,NA,NA,NA,NA
PT18G,2521.79540,2014,NA,NA,NA,NA,NA
PT18G,2521.79541,2014,NA,NA,NA,NA,NA
PT19F,2521.79542,2014,NA,NA,NA,NA,NA
PT19F,2521.79543,2014,NA,NA,NA,NA,NA
PT19F,2521.79544,2014,NA,NA,NA,NA,NA
PT19F,2521.79545,2014,NA,NA,NA,NA,NA
PT19F,2521.79546,2014,NA,NA,NA,NA,NA
PT18E,2521.79547,2014,NA,NA,NA,NA,NA
PT18E,2521.79548,2014,NA,NA,NA,NA,NA
PT18E,2521.79549,2014,NA,NA,NA,NA,NA
PT18E,2521.79550,2014,NA,NA,NA,NA,NA
PT18E,2521.79551,2014,NA,NA,NA,NA,NA
PT14F,2521.79552,2014,NA,NA,NA,NA,NA
PT14F,2521.79553,2014,NA,NA,NA,NA,NA
PT14F,2521.79554,2014,NA,NA,NA,NA,NA
PT14F,2521.79555,2014,NA,NA,NA,NA,NA
PT4F,2521.79556,2014,NA,NA,NA,NA,NA
PT4F,2521.79557,2014,NA,NA,NA,NA,NA
PT4F,2521.79558,2014,NA,NA,NA,NA,NA
PT4F,2521.79559,2014,NA,NA,NA,NA,NA
PT4F,2521.79560,2014,NA,NA,NA,NA,NA
PT4F,2521.79561,2014,NA,NA,NA,NA,NA
PT2F,2521.79562,2014,NA,NA,NA,NA,NA
PT2F,2521.79563,2014,NA,NA,NA,NA,NA
PT2F,2521.79564,2014,NA,NA,NA,NA,NA
PT2F,2521.79565,2014,NA,NA,NA,NA,NA
PT2F,2521.79566,2014,NA,NA,NA,NA,NA
PT2F,2521.79567,2014,NA,NA,NA,NA,NA
PT2F,2521.79568,2014,NA,NA,NA,NA,NA
PT4G,2521.79569,2014,NA,NA,NA,NA,NA
PT4G,2521.79570,2014,NA,NA,NA,NA,NA
PT4G,2521.79571,2014,NA,NA,NA,NA,NA
PT4G,2521.79572,2014,NA,NA,NA,NA,NA
PT4G,2521.79573,2014,NA,NA,NA,NA,NA
PT10I,2521.79574,2014,NA,NA,NA,NA,NA
PT10I,2521.79575,2014,NA,NA,NA,NA,NA
PT10I,2521.79576,2014,NA,NA,NA,NA,NA
PT10I,2521.79577,2014,NA,NA,NA,NA,NA
PT10I,2521.79578,2014,NA,NA,NA,NA,NA
PT2J,2521.79579,2014,NA,NA,NA,NA,NA
PT2J,2521.79580,2014,NA,NA,NA,NA,NA
PT2J,2521.79581,2014,NA,NA,NA,NA,NA
PT13G,2521.79582,2014,NA,NA,NA,NA,NA
PT13G,2521.79583,2014,NA,NA,NA,NA,NA
PT13G,2521.79584,2014,NA,NA,NA,NA,NA
PT13G,2521.79585,2014,NA,NA,NA,NA,NA
PT13G,2521.79586,2014,NA,NA,NA,NA,NA
PT11G,2521.79587,2014,NA,NA,NA,NA,NA
PT11G,2521.79588,2014,NA,NA,NA,NA,NA
PT11G,2521.79589,2014,NA,NA,NA,NA,NA
PT11G,2521.79590,2014,NA,NA,NA,NA,NA
PT11G,2521.79591,2014,NA,NA,NA,NA,NA
PT16J,2521.79592,2014,NA,NA,NA,NA,NA
PT16J,2521.79593,2014,NA,NA,NA,NA,NA
PT16J,2521.79594,2014,NA,NA,NA,NA,NA
PT16J,2521.79595,2014,NA,NA,NA,NA,NA
PT16J,2521.79596,2014,NA,NA,NA,NA,NA
PT18F,2521.79597,2014,NA,NA,NA,NA,NA
PT18F,2521.79598,2014,NA,NA,NA,NA,NA
PT18F,2521.79599,2014,NA,NA,NA,NA,NA
PT18F,2521.79600,2014,NA,NA,NA,NA,NA
PT9F,2591.83480,2014,NA,NA,NA,NA,NA
PT9F,2591.83481,2014,NA,NA,NA,NA,NA
PT9F,2591.83482,2014,NA,NA,NA,NA,NA
PT9F,2591.83483,2014,NA,NA,NA,NA,NA
PT9F,2591.83484,2014,NA,NA,NA,NA,NA
PT9F,2591.83485,2014,NA,NA,NA,NA,NA
PT19E,2591.83486,2014,NA,NA,NA,NA,NA
PT19E,2591.83487,2014,NA,NA,NA,NA,NA
PT19E,2591.83488,2014,NA,NA,NA,NA,NA
PT19E,2591.83489,2014,NA,NA,NA,NA,NA
PT19E,2591.83490,2014,NA,NA,NA,NA,NA
PT15H,2591.83491,2014,NA,NA,NA,NA,NA
PT15H,2591.83492,2014,NA,NA,NA,NA,NA
PT15H,2591.83493,2014,NA,NA,NA,NA,NA
PT15H,2591.83494,2014,NA,NA,NA,NA,NA
PT10K,2591.83495,2014,NA,NA,NA,NA,NA
PT10K,2591.83496,2014,NA,NA,NA,NA,NA
PT10K,2591.83497,2014,NA,NA,NA,NA,NA
PT7F,2591.83498,2014,NA,NA,NA,NA,NA
PT7F,2591.83499,2014,NA,NA,NA,NA,NA
PT7F,2591.83500,2014,NA,NA,NA,NA,NA
SL42,2591.83525,2014,NA,NA,NA,NA,NA
SL42,2591.83526,2014,NA,NA,NA,NA,NA
SL42,2591.83527,2014,NA,NA,NA,NA,NA
SL42,2591.83528,2014,NA,NA,NA,NA,NA
SL42,2591.83529,2014,NA,NA,NA,NA,NA
SL12,2591.83530,2014,NA,NA,NA,NA,NA
SL12,2591.83531,2014,NA,NA,NA,NA,NA
SL12,2591.83532,2014,NA,NA,NA,NA,NA
SL12,2591.83533,2014,NA,NA,NA,NA,NA
SL12,2591.83534,2014,NA,NA,NA,NA,NA
SL12,2591.83535,2014,NA,NA,NA,NA,NA
SL25,2591.83536,2014,NA,NA,NA,NA,NA
SL25,2591.83537,2014,NA,NA,NA,NA,NA
SL25,2591.83538,2014,NA,NA,NA,NA,NA
SL25,2591.83539,2014,NA,NA,NA,NA,NA
SL25,2591.83540,2014,NA,NA,NA,NA,NA
SL56,2591.83541,2014,NA,NA,NA,NA,NA
SL56,2591.83542,2014,NA,NA,NA,NA,NA
SL56,2591.83543,2014,NA,NA,NA,NA,NA
SL56,2591.83544,2014,NA,NA,NA,NA,NA
SL59,2591.83545,2014,NA,NA,NA,NA,NA
SL59,2591.83546,2014,NA,NA,NA,NA,NA
SL1,2591.83547,2014,NA,NA,NA,NA,NA
SL1,2591.83548,2014,NA,NA,NA,NA,NA
SL1,2591.83549,2014,NA,NA,NA,NA,NA
SL1,2591.83550,2014,NA,NA,NA,NA,NA
SL66,2591.83551,2014,NA,NA,NA,NA,NA
SL66,2591.83552,2014,NA,NA,NA,NA,NA
SL66,2591.83553,2014,NA,NA,NA,NA,NA
SL66,2591.83554,2014,NA,NA,NA,NA,NA
SL2,2591.83555,2014,NA,NA,NA,NA,NA
SL2,2591.83556,2014,NA,NA,NA,NA,NA
SL2,2591.83557,2014,NA,NA,NA,NA,NA
SL2,2591.83558,2014,NA,NA,NA,NA,NA
SL2,2591.83559,2014,NA,NA,NA,NA,NA
SL2,2591.83560,2014,NA,NA,NA,NA,NA
SL3,2591.83561,2014,NA,NA,NA,NA,NA
SL3,2591.83562,2014,NA,NA,NA,NA,NA
SL3,2591.83563,2014,NA,NA,NA,NA,NA
SL3,2591.83564,2014,NA,NA,NA,NA,NA
SL3,2591.83565,2014,NA,NA,NA,NA,NA
SL3,2591.83566,2014,NA,NA,NA,NA,NA
SL5,2591.83567,2014,NA,NA,NA,NA,NA
SL5,2591.83568,2014,NA,NA,NA,NA,NA
SL5,2591.83569,2014,NA,NA,NA,NA,NA
SL5,2591.83570,2014,NA,NA,NA,NA,NA
SL5,2591.83571,2014,NA,NA,NA,NA,NA
SL5,2591.83572,2014,NA,NA,NA,NA,NA
SL5,2591.83573,2014,NA,NA,NA,NA,NA
SL8,2591.83574,2014,NA,NA,NA,NA,NA
SL8,2591.83575,2014,NA,NA,NA,NA,NA
SL8,2591.83576,2014,NA,NA,NA,NA,NA
SL8,2591.83577,2014,NA,NA,NA,NA,NA
SL8,2591.83578,2014,NA,NA,NA,NA,NA
SL11,2591.83579,2014,NA,NA,NA,NA,NA
SL70,2591.83580,2014,NA,NA,NA,NA,NA
SL70,2591.83581,2014,NA,NA,NA,NA,NA
SL70,2591.83582,2014,NA,NA,NA,NA,NA
SL70,2591.83583,2014,NA,NA,NA,NA,NA
SL70,2591.83584,2014,NA,NA,NA,NA,NA
SL70,2591.83585,2014,NA,NA,NA,NA,NA
SL61,2591.83586,2014,NA,NA,NA,NA,NA
SL61,2591.83587,2014,NA,NA,NA,NA,NA
SL61,2591.83588,2014,NA,NA,NA,NA,NA
SL61,2591.83589,2014,NA,NA,NA,NA,NA
SL61,2591.83590,2014,NA,NA,NA,NA,NA
SL61,2591.83591,2014,NA,NA,NA,NA,NA
SL55,2591.83592,2014,NA,NA,NA,NA,NA
SL55,2591.83593,2014,NA,NA,NA,NA,NA
SL55,2591.83594,2014,NA,NA,NA,NA,NA
SL55,2591.83595,2014,NA,NA,NA,NA,NA
SL55,2591.83596,2014,NA,NA,NA,NA,NA
SL55,2591.83597,2014,NA,NA,NA,NA,NA
SL52,2591.83598,2014,NA,NA,NA,NA,NA
SL52,2591.83599,2014,NA,NA,NA,NA,NA
SL52,2591.83600,2014,NA,NA,NA,NA,NA
MC80,2591.83649,2014,NA,NA,NA,NA,NA
MC80,2591.83650,2014,NA,NA,NA,NA,NA
MC80,2591.83651,2014,NA,NA,NA,NA,NA
MC10,2591.83652,2014,NA,NA,NA,NA,NA
MC10,2591.83653,2014,NA,NA,NA,NA,NA
MC10,2591.83654,2014,NA,NA,NA,NA,NA
MC10,2591.83655,2014,NA,NA,NA,NA,NA
MC10,2591.83656,2014,NA,NA,NA,NA,NA
MC7,2591.83657,2014,NA,NA,NA,NA,NA
MC7,2591.83658,2014,NA,NA,NA,NA,NA
MC7,2591.83659,2014,NA,NA,NA,NA,NA
MC7,2591.83660,2014,NA,NA,NA,NA,NA
MC7,2591.83661,2014,NA,NA,NA,NA,NA
MC16,2591.83662,2014,NA,NA,NA,NA,NA
MC16,2591.83663,2014,NA,NA,NA,NA,NA
MC16,2591.83664,2014,NA,NA,NA,NA,NA
MC16,2591.83665,2014,NA,NA,NA,NA,NA
MC16,2591.83666,2014,NA,NA,NA,NA,NA
MC67,2591.83667,2014,NA,NA,NA,NA,NA
MC67,2591.83669,2014,NA,NA,NA,NA,NA
MC67,2591.83670,2014,NA,NA,NA,NA,NA
MC67,2591.83671,2014,NA,NA,NA,NA,NA
MC67,2591.83672,2014,NA,NA,NA,NA,NA
MC49,2591.83673,2014,NA,NA,NA,NA,NA
MC49,2591.83674,2014,NA,NA,NA,NA,NA
MC49,2591.83675,2014,NA,NA,NA,NA,NA
MC49,2591.83676,2014,NA,NA,NA,NA,NA
MC49,2591.83677,2014,NA,NA,NA,NA,NA
MC74,2591.83678,2014,NA,NA,NA,NA,NA
MC74,2591.83679,2014,NA,NA,NA,NA,NA
MC74,2591.83680,2014,NA,NA,NA,NA,NA
MC74,2591.83681,2014,NA,NA,NA,NA,NA
MC74,2591.83682,2014,NA,NA,NA,NA,NA
MC72,2591.83683,2014,NA,NA,NA,NA,NA
MC72,2591.83684,2014,NA,NA,NA,NA,NA
MC72,2591.83685,2014,NA,NA,NA,NA,NA
MC72,2591.83687,2014,NA,NA,NA,NA,NA
MC72,2591.83688,2014,NA,NA,NA,NA,NA
MC28,2591.83689,2014,NA,NA,NA,NA,NA
MC28,2591.83690,2014,NA,NA,NA,NA,NA
MC28,2591.83691,2014,NA,NA,NA,NA,NA
MC28,2591.83692,2014,NA,NA,NA,NA,NA
MC28,2591.83693,2014,NA,NA,NA,NA,NA
MC14,2591.83694,2014,NA,NA,NA,NA,NA
MC14,2591.83695,2014,NA,NA,NA,NA,NA
MC14,2591.83696,2014,NA,NA,NA,NA,NA
MC14,2591.83697,2014,NA,NA,NA,NA,NA
MC6,2591.83698,2014,NA,NA,NA,NA,NA
MC6,2591.83699,2014,NA,NA,NA,NA,NA
MC6,2591.83700,2014,NA,NA,NA,NA,NA
MC43,2591.83701,2014,NA,NA,NA,NA,NA
MC43,2591.83702,2014,NA,NA,NA,NA,NA
MC43,2591.83703,2014,NA,NA,NA,NA,NA
MC41,2591.83704,2014,NA,NA,NA,NA,NA
MC41,2591.83705,2014,NA,NA,NA,NA,NA
MC41,2591.83706,2014,NA,NA,NA,NA,NA
MC41,2591.83707,2014,NA,NA,NA,NA,NA
MC64,2591.83708,2014,NA,NA,NA,NA,NA
MC64,2591.83709,2014,NA,NA,NA,NA,NA
MC64,2591.83710,2014,NA,NA,NA,NA,NA
MC64,2591.83711,2014,NA,NA,NA,NA,NA
MC64,2591.83712,2014,NA,NA,NA,NA,NA
MC21,2591.83713,2014,NA,NA,NA,NA,NA
MC21,2591.83714,2014,NA,NA,NA,NA,NA
MC21,2591.83715,2014,NA,NA,NA,NA,NA
MC21,2591.83716,2014,NA,NA,NA,NA,NA
